IPK,Mata Kuliah Tidak Lulus,Jumlah Cuti Akademik,Pekerjaan Sambil Kuliah,Jumlah Semester,Status Kelulusan,IPS Rata-rata,IPS Semester Akhir,IPS Tren,Kategori Kehadiran
2.65,2,0,Tidak,11,0,2.87,2.67,0.5899999999999999,Rendah
2.08,1,0,Ya,7,0,3.0957142857142856,3.75,0.1200000000000001,Rendah
3.54,0,1,Ya,10,0,3.093,2.82,-0.5500000000000003,Sedang
2.86,0,1,Ya,9,1,3.2488888888888887,2.69,-0.06000000000000005,Rendah
3.14,5,0,Tidak,11,0,3.213636363636363,3.12,0.03000000000000025,Tinggi
2.36,1,1,Ya,12,0,3.1108333333333333,3.2,0.8000000000000003,Sedang
2.37,3,2,Tidak,11,1,3.0481818181818188,2.02,-1.8900000000000001,Tinggi
2.64,1,0,Ya,9,0,2.9577777777777774,3.42,0.25,Tinggi
3.66,5,0,Tidak,14,1,3.010714285714286,2.41,-0.31999999999999984,Rendah
3.89,0,0,Ya,11,0,3.247272727272727,2.39,-1.38,Sedang
3.5,0,0,Ya,8,1,3.0,3.23,-0.1200000000000001,Tinggi
2.59,4,1,Ya,13,1,2.926923076923077,2.92,-0.9700000000000002,Sedang
2.91,4,2,Tidak,12,0,3.080833333333333,2.78,0.1499999999999999,Rendah
2.26,3,2,Tidak,11,0,2.9709090909090907,2.31,-0.27,Tinggi
3.53,4,0,Ya,13,0,2.903076923076923,2.37,0.06000000000000005,Rendah
3.92,3,1,Tidak,11,1,3.0045454545454544,3.88,1.2799999999999998,Sedang
3.79,3,1,Tidak,10,0,3.064,3.52,0.18999999999999995,Rendah
3.64,0,1,Ya,8,1,3.2824999999999998,2.53,-0.54,Rendah
3.38,5,2,Tidak,11,0,3.026363636363637,2.7,0.16000000000000014,Rendah
3.32,5,2,Ya,12,0,2.7441666666666666,2.33,0.26000000000000023,Sedang
2.93,4,2,Tidak,8,0,3.20125,3.69,0.6699999999999999,Rendah
3.31,1,2,Tidak,10,1,3.029,2.64,-0.08000000000000007,Rendah
3.62,5,1,Tidak,13,0,2.7053846153846144,2.51,-0.5300000000000002,Sedang
3.71,1,0,Tidak,10,1,2.649,3.91,1.4300000000000002,Tinggi
2.27,0,1,Tidak,8,0,3.0675,3.54,0.9300000000000002,Tinggi
2.98,2,1,Ya,7,0,3.031428571428571,2.22,-1.0499999999999998,Rendah
2.29,4,0,Ya,10,1,3.098,2.82,-0.79,Tinggi
2.85,2,2,Tidak,11,0,3.2236363636363636,3.85,0.3400000000000003,Rendah
3.17,0,1,Tidak,12,1,3.1991666666666667,2.27,-1.06,Sedang
2.49,2,1,Tidak,11,0,3.3372727272727274,3.96,1.5,Sedang
3.42,4,0,Ya,13,0,2.7230769230769236,2.96,0.9100000000000001,Sedang
2.02,4,0,Tidak,11,1,2.929090909090909,3.11,-0.30000000000000027,Tinggi
3.02,3,1,Ya,8,1,2.65125,3.52,1.1,Rendah
2.48,3,2,Tidak,10,0,3.3260000000000005,3.91,-0.040000000000000036,Rendah
2.06,0,1,Tidak,8,0,3.255,2.08,-1.75,Rendah
2.07,1,1,Ya,11,1,3.2954545454545454,3.79,0.3500000000000001,Sedang
2.18,1,1,Tidak,12,0,3.0833333333333335,2.16,-1.7199999999999998,Tinggi
2.23,0,0,Ya,13,1,2.7923076923076926,2.52,0.10000000000000009,Rendah
3.89,5,2,Tidak,9,0,2.7222222222222223,2.26,0.009999999999999787,Sedang
3.23,2,2,Tidak,8,1,2.48625,3.1,0.6099999999999999,Tinggi
3.88,1,2,Tidak,9,0,2.832222222222222,3.22,0.0900000000000003,Rendah
2.0,5,0,Tidak,13,1,2.806923076923077,2.32,-0.52,Tinggi
2.76,0,0,Ya,7,1,3.1557142857142857,3.63,1.37,Sedang
3.44,2,0,Tidak,14,0,2.9121428571428574,2.26,-1.7400000000000002,Sedang
2.5,5,2,Tidak,10,1,2.834,2.94,0.9300000000000002,Rendah
3.1,3,1,Tidak,11,1,2.902727272727273,2.21,-1.6600000000000001,Sedang
2.57,4,2,Tidak,11,1,2.86,3.33,0.8900000000000001,Sedang
2.28,0,0,Ya,8,0,3.09375,3.18,0.33000000000000007,Tinggi
3.76,2,0,Ya,9,1,3.0622222222222226,3.35,1.25,Rendah
3.05,2,1,Ya,11,1,2.8763636363636365,3.3,1.21,Sedang
2.46,2,1,Ya,8,0,2.97125,2.5,0.29000000000000004,Sedang
3.36,3,2,Tidak,13,0,2.9853846153846155,2.71,-0.75,Rendah
2.69,1,2,Tidak,14,1,2.924285714285714,2.68,0.25,Rendah
2.58,2,1,Tidak,14,1,2.916428571428572,3.24,-0.11999999999999966,Sedang
2.38,4,0,Tidak,7,1,3.132857142857143,3.69,0.8999999999999999,Sedang
3.6,5,0,Ya,12,1,2.9549999999999996,3.01,-0.16000000000000014,Rendah
2.39,4,2,Tidak,11,1,2.936363636363636,2.1,-0.9899999999999998,Rendah
3.49,2,1,Tidak,13,1,2.822307692307692,3.26,0.20999999999999996,Sedang
2.73,3,1,Ya,12,1,3.018333333333333,3.87,1.48,Sedang
3.61,5,0,Tidak,9,1,3.147777777777778,2.52,-1.37,Rendah
3.36,3,1,Tidak,12,0,3.039166666666667,2.03,-1.4900000000000002,Sedang
3.5,0,2,Tidak,12,1,3.1875,3.47,-0.2899999999999996,Rendah
2.36,0,1,Tidak,9,0,2.9522222222222223,2.29,-0.14000000000000012,Rendah
3.06,0,1,Tidak,9,1,2.771111111111111,3.47,1.3600000000000003,Rendah
2.28,4,1,Tidak,14,0,2.7914285714285714,3.36,-0.1499999999999999,Tinggi
3.45,3,1,Tidak,11,0,2.8545454545454545,2.08,-0.020000000000000018,Tinggi
2.75,2,2,Ya,7,0,2.982857142857143,2.57,0.06999999999999984,Tinggi
3.78,4,1,Ya,11,1,2.7681818181818176,3.04,0.18999999999999995,Sedang
2.01,0,0,Tidak,13,1,2.7161538461538464,2.13,0.10999999999999988,Rendah
2.9,1,1,Tidak,12,0,2.8866666666666667,3.83,0.25,Sedang
3.56,5,2,Ya,11,0,3.2145454545454544,2.87,-1.0,Tinggi
2.13,1,1,Tidak,9,0,3.292222222222222,2.98,-0.69,Rendah
3.56,1,1,Tidak,11,0,2.936363636363636,3.19,1.04,Tinggi
3.88,5,1,Ya,9,0,2.988888888888889,3.28,0.16999999999999993,Sedang
3.5,4,1,Ya,8,0,3.3125,3.58,0.010000000000000231,Tinggi
2.82,3,1,Tidak,7,0,3.52,3.69,0.1299999999999999,Sedang
2.44,5,1,Ya,7,0,3.0928571428571425,3.21,-0.71,Rendah
2.53,4,1,Ya,11,1,2.994545454545454,2.98,-0.9300000000000002,Rendah
2.24,5,2,Tidak,14,0,2.9392857142857145,2.97,-0.7199999999999998,Sedang
2.56,0,1,Tidak,10,0,2.9219999999999997,2.88,-0.20000000000000018,Tinggi
2.54,5,0,Tidak,9,1,3.264444444444445,3.85,0.7000000000000002,Tinggi
2.77,2,1,Ya,14,0,2.9814285714285718,2.11,-0.5700000000000003,Tinggi
3.45,0,1,Tidak,13,0,3.3123076923076917,3.32,0.8699999999999997,Rendah
2.4,1,1,Tidak,13,1,3.038461538461538,3.55,0.04999999999999982,Sedang
2.67,4,2,Ya,14,1,2.8278571428571424,3.24,1.1600000000000001,Rendah
3.02,2,1,Tidak,9,1,2.8311111111111114,2.95,0.9000000000000004,Tinggi
2.15,5,1,Tidak,8,1,3.165,3.47,-0.020000000000000018,Tinggi
3.49,0,0,Ya,11,0,2.855454545454545,3.88,1.75,Rendah
3.34,2,2,Ya,9,0,2.9722222222222223,2.55,-1.3000000000000003,Sedang
2.16,0,2,Tidak,13,0,2.928461538461538,3.97,1.56,Sedang
3.43,3,2,Tidak,14,0,3.0742857142857143,2.2,-0.8399999999999999,Tinggi
3.08,5,1,Ya,11,0,3.230909090909091,3.88,1.54,Tinggi
2.17,3,1,Ya,11,0,2.7409090909090907,3.99,1.6500000000000004,Tinggi
2.12,5,1,Tidak,14,1,2.971428571428571,3.26,0.7699999999999996,Tinggi
3.4,3,1,Ya,13,1,2.9953846153846153,3.15,0.33999999999999986,Sedang
3.16,2,2,Tidak,12,0,2.9358333333333335,3.5,-0.29000000000000004,Tinggi
2.35,5,1,Ya,13,0,3.003846153846154,3.83,1.5100000000000002,Rendah
2.88,3,2,Ya,12,0,3.279166666666667,3.82,1.2399999999999998,Sedang
3.46,4,1,Tidak,10,1,2.706,2.61,0.08999999999999986,Sedang
3.24,1,2,Ya,10,0,2.622,3.42,1.2799999999999998,Tinggi
2.27,3,2,Tidak,9,1,3.2311111111111113,2.52,-0.6600000000000001,Rendah
3.27,4,2,Ya,9,0,2.7677777777777783,2.6,0.43999999999999995,Sedang
3.47,5,2,Ya,9,0,2.87,2.05,-1.02,Tinggi
2.16,2,0,Ya,12,1,3.1358333333333337,2.52,-1.27,Rendah
3.36,2,1,Ya,13,0,3.0361538461538466,3.47,0.5100000000000002,Sedang
3.57,5,2,Ya,14,1,3.2592857142857143,2.33,-0.8199999999999998,Tinggi
2.57,3,0,Tidak,8,1,3.3162499999999997,3.34,0.73,Sedang
3.23,3,1,Ya,9,1,3.0877777777777777,3.5,-0.10999999999999988,Sedang
3.75,3,0,Tidak,14,1,2.9292857142857143,3.6,1.2000000000000002,Rendah
3.01,3,0,Ya,12,0,2.8699999999999997,2.08,-1.23,Tinggi
2.13,4,0,Tidak,8,1,2.66875,2.98,0.3900000000000001,Rendah
3.81,1,0,Tidak,11,0,2.9672727272727273,3.62,0.6000000000000001,Rendah
3.5,4,0,Tidak,8,1,2.8125,3.18,-0.1599999999999997,Rendah
3.0,0,2,Ya,7,0,3.2742857142857145,3.23,-0.77,Sedang
3.72,4,2,Ya,7,1,2.935714285714286,2.56,-1.15,Tinggi
3.78,5,0,Ya,11,1,3.25,3.62,0.6800000000000002,Sedang
3.6,4,2,Ya,13,1,2.8530769230769226,2.6,0.3799999999999999,Rendah
3.07,5,0,Tidak,9,1,2.8866666666666663,3.33,0.75,Sedang
3.21,3,2,Ya,10,1,3.033,3.12,0.77,Rendah
2.42,4,1,Ya,7,0,2.972857142857143,3.4,1.06,Rendah
3.88,0,2,Ya,14,1,3.209285714285714,2.46,0.3700000000000001,Sedang
3.85,5,1,Ya,7,0,2.5614285714285714,2.88,0.2999999999999998,Rendah
3.85,2,1,Tidak,7,1,2.654285714285714,3.11,0.029999999999999805,Sedang
3.31,1,2,Ya,12,1,3.1975,3.25,1.0,Rendah
2.16,0,2,Tidak,13,1,2.861538461538461,2.45,-0.54,Sedang
3.35,4,1,Tidak,7,0,2.9385714285714286,3.43,0.29000000000000004,Rendah
3.3,3,2,Ya,13,1,3.273076923076923,3.58,0.6200000000000001,Sedang
3.54,2,1,Ya,9,0,3.17,2.93,-0.3799999999999999,Tinggi
3.06,4,1,Tidak,9,0,2.953333333333333,2.99,-0.7999999999999998,Rendah
3.73,2,0,Ya,9,1,3.3055555555555554,2.86,-0.6100000000000003,Sedang
2.85,4,2,Tidak,13,1,3.3715384615384614,3.79,0.16000000000000014,Rendah
3.91,2,2,Tidak,12,0,2.974166666666667,2.21,-0.96,Rendah
3.07,2,2,Tidak,12,1,3.026666666666667,2.8,-0.16000000000000014,Rendah
3.77,4,0,Tidak,13,0,2.826153846153846,3.19,-0.2200000000000002,Sedang
3.74,0,1,Ya,11,0,2.929090909090909,2.19,-0.52,Tinggi
3.1,3,2,Ya,14,0,2.97,2.89,0.5300000000000002,Rendah
2.34,4,0,Tidak,7,1,3.192857142857143,3.17,-0.6600000000000001,Rendah
3.71,1,1,Ya,12,1,3.1525,2.55,-1.1600000000000001,Rendah
2.05,0,2,Ya,7,0,3.1457142857142855,3.97,0.06000000000000005,Rendah
3.23,2,2,Tidak,8,1,2.7037500000000003,2.12,0.07000000000000028,Rendah
2.38,1,2,Tidak,11,1,3.1672727272727275,3.75,0.8300000000000001,Rendah
3.15,4,1,Tidak,11,0,2.9709090909090907,2.42,-0.6499999999999999,Sedang
3.52,4,1,Tidak,10,0,3.0949999999999998,3.01,0.04999999999999982,Tinggi
3.02,5,1,Tidak,10,1,2.848,2.38,-1.3900000000000001,Tinggi
2.39,2,1,Tidak,12,0,2.915833333333333,2.2,-1.5899999999999999,Rendah
3.34,1,0,Tidak,9,1,3.3144444444444443,3.72,-0.2599999999999998,Tinggi
2.78,5,1,Tidak,9,0,2.7322222222222217,3.33,1.3000000000000003,Tinggi
3.73,2,0,Ya,12,0,3.345833333333333,3.38,0.3799999999999999,Rendah
2.92,3,0,Tidak,9,0,2.7544444444444443,2.5,0.33000000000000007,Tinggi
2.4,2,0,Ya,13,0,3.3161538461538465,3.68,0.29000000000000004,Tinggi
2.41,0,1,Ya,9,0,2.586666666666667,2.55,0.1499999999999999,Sedang
3.59,1,2,Ya,12,1,2.8974999999999995,2.28,-0.43000000000000016,Tinggi
3.3,5,2,Ya,13,0,3.2015384615384614,3.25,0.56,Rendah
3.68,4,0,Ya,14,0,3.1307142857142862,3.14,0.29000000000000004,Rendah
3.16,5,2,Ya,8,1,3.1475,3.74,0.8600000000000003,Tinggi
3.03,1,1,Tidak,11,1,3.0681818181818183,2.87,0.4700000000000002,Rendah
2.11,3,0,Ya,11,1,3.0863636363636364,3.97,1.79,Sedang
3.09,0,1,Ya,8,1,3.07125,2.62,0.3900000000000001,Rendah
2.97,5,0,Ya,14,1,2.7885714285714287,3.4,0.54,Rendah
2.11,4,2,Ya,11,1,3.1245454545454545,3.55,0.18999999999999995,Tinggi
2.81,4,0,Ya,8,1,2.7849999999999997,2.42,-1.17,Sedang
2.42,3,1,Ya,7,0,3.21,2.78,-0.8600000000000003,Tinggi
3.87,2,2,Ya,8,0,2.955,3.8,1.0899999999999999,Tinggi
2.62,0,1,Tidak,12,1,3.098333333333333,2.3,-0.4900000000000002,Tinggi
3.7,5,2,Tidak,9,1,2.9588888888888887,2.5,-0.1200000000000001,Tinggi
2.69,4,1,Tidak,11,0,2.651818181818182,2.23,0.0,Tinggi
2.29,1,2,Tidak,7,1,3.295714285714286,2.88,-0.8999999999999999,Tinggi
3.33,1,2,Ya,9,1,3.1300000000000003,3.18,0.1200000000000001,Sedang
2.41,4,1,Tidak,14,0,2.942142857142857,2.86,0.21999999999999975,Sedang
3.05,5,2,Ya,7,0,3.0014285714285713,3.67,0.75,Sedang
2.23,5,2,Ya,7,0,2.7485714285714287,3.7,1.62,Sedang
2.39,5,1,Tidak,9,1,3.2222222222222223,3.94,0.79,Rendah
2.58,0,0,Tidak,13,1,3.3761538461538456,2.67,-0.48,Rendah
3.65,2,0,Tidak,13,0,3.2253846153846153,3.39,0.9900000000000002,Tinggi
2.85,5,1,Ya,8,0,2.69125,2.6,-0.19999999999999973,Rendah
2.79,5,1,Tidak,14,0,3.2564285714285717,2.69,-0.08999999999999986,Sedang
3.52,2,1,Ya,9,1,3.348888888888889,3.74,0.7200000000000002,Rendah
2.03,0,1,Ya,10,1,2.52,2.73,0.7200000000000002,Sedang
2.93,0,2,Ya,13,0,3.094615384615385,3.91,0.9199999999999999,Tinggi
2.7,0,2,Ya,11,1,2.9599999999999995,3.8,0.96,Rendah
3.26,3,1,Tidak,10,0,2.729,2.13,-0.96,Tinggi
3.49,5,2,Tidak,10,0,3.1710000000000003,3.96,0.7799999999999998,Tinggi
3.03,2,1,Tidak,8,0,3.26375,3.55,0.10999999999999988,Rendah
3.07,0,0,Ya,12,1,3.0533333333333332,3.16,0.5900000000000003,Sedang
2.64,4,0,Tidak,11,0,3.2709090909090905,3.15,0.7999999999999998,Tinggi
2.69,5,0,Tidak,10,0,2.789,2.41,0.38000000000000034,Tinggi
3.44,1,1,Ya,9,1,2.8511111111111114,2.49,-0.22999999999999998,Rendah
2.69,0,0,Ya,13,0,2.9499999999999997,2.44,-0.75,Rendah
3.99,4,1,Ya,8,1,2.90375,2.5,0.1299999999999999,Sedang
2.43,5,0,Ya,7,0,3.1314285714285717,2.14,-1.23,Rendah
3.77,5,2,Tidak,13,1,3.1569230769230776,2.89,-0.5099999999999998,Tinggi
2.61,3,0,Tidak,10,1,3.122,3.09,-0.5100000000000002,Sedang
2.64,4,2,Tidak,11,0,3.053636363636364,2.97,-1.0099999999999998,Tinggi
2.86,2,2,Ya,14,1,3.0414285714285714,2.67,-0.08000000000000007,Sedang
2.19,4,2,Ya,13,1,3.283846153846154,2.06,-1.56,Rendah
3.43,5,1,Ya,13,1,2.902307692307692,3.11,0.1599999999999997,Rendah
3.67,0,0,Ya,12,0,2.83,3.72,0.98,Rendah
3.12,3,1,Ya,9,0,3.1566666666666663,3.47,1.31,Rendah
3.69,3,2,Ya,9,0,3.3311111111111114,3.55,-0.3500000000000001,Sedang
3.84,5,2,Tidak,9,1,3.161111111111111,2.35,-1.2999999999999998,Sedang
3.56,3,1,Tidak,11,0,2.986363636363636,3.71,1.5,Tinggi
3.48,0,2,Ya,8,1,3.085,2.24,-1.38,Sedang
2.53,4,1,Ya,13,0,2.8515384615384614,3.11,0.3899999999999997,Tinggi
2.58,5,0,Tidak,9,0,3.2544444444444443,2.41,-1.38,Rendah
2.89,2,0,Tidak,8,1,2.9575,3.07,-0.040000000000000036,Sedang
2.0,0,1,Ya,7,1,3.0385714285714287,3.09,0.2999999999999998,Tinggi
3.62,1,1,Ya,13,0,2.93076923076923,2.58,0.3900000000000001,Sedang
2.11,1,1,Tidak,7,0,2.782857142857143,2.34,-1.23,Rendah
3.21,4,2,Ya,8,0,2.775,2.83,-0.33999999999999986,Rendah
3.3,3,0,Tidak,7,0,2.89,2.9,-0.6099999999999999,Rendah
3.42,0,0,Tidak,11,0,3.092727272727273,2.65,-0.3599999999999999,Rendah
3.99,4,1,Ya,10,1,2.7820000000000005,2.55,0.54,Rendah
3.18,0,2,Tidak,12,0,3.0749999999999997,3.65,0.3599999999999999,Rendah
3.4,2,2,Tidak,10,0,3.1119999999999997,3.63,0.77,Sedang
3.46,1,0,Ya,14,0,3.0671428571428576,3.14,0.03000000000000025,Sedang
2.55,4,2,Tidak,12,0,2.973333333333333,3.79,-0.18999999999999995,Sedang
2.05,1,0,Ya,10,0,3.04,3.65,0.17999999999999972,Rendah
3.19,3,0,Ya,11,0,3.027272727272727,2.26,-0.8000000000000003,Tinggi
3.14,2,2,Ya,9,0,2.8344444444444448,2.71,-1.25,Rendah
3.1,1,0,Ya,14,1,3.224285714285714,3.22,-0.6399999999999997,Sedang
2.5,5,2,Tidak,9,1,3.2344444444444442,3.04,-0.5800000000000001,Rendah
2.98,4,2,Tidak,14,1,2.904999999999999,2.41,-0.9499999999999997,Tinggi
3.26,4,2,Ya,8,1,2.9800000000000004,3.97,1.1300000000000003,Tinggi
3.11,3,2,Tidak,11,0,2.8572727272727274,2.79,0.2999999999999998,Tinggi
3.08,1,0,Ya,7,0,2.87,3.35,0.20000000000000018,Sedang
2.81,3,1,Tidak,8,1,2.86,3.82,1.15,Sedang
2.57,0,0,Ya,12,1,3.095,2.67,-0.7200000000000002,Rendah
2.47,0,2,Tidak,14,1,2.8985714285714286,2.47,-0.6299999999999999,Sedang
3.3,1,0,Tidak,11,1,3.166363636363636,3.31,0.3700000000000001,Rendah
3.06,4,1,Tidak,14,0,2.9992857142857146,2.02,-1.3199999999999998,Sedang
3.54,0,2,Tidak,7,1,3.1257142857142854,2.43,-1.3899999999999997,Tinggi
2.72,1,0,Tidak,9,0,2.712222222222222,3.71,1.58,Tinggi
2.99,0,2,Tidak,8,0,2.9925,2.9,-0.26000000000000023,Rendah
3.08,3,2,Tidak,8,0,3.28375,2.2,-1.6799999999999997,Sedang
2.6,5,2,Ya,11,1,3.011818181818182,2.54,0.06999999999999984,Tinggi
3.9,1,0,Ya,9,1,3.0766666666666667,2.66,-1.1799999999999997,Tinggi
3.12,0,1,Tidak,7,1,2.978571428571428,2.64,-0.13999999999999968,Sedang
2.75,5,2,Tidak,10,1,2.875,2.3,0.13999999999999968,Rendah
2.41,5,2,Ya,14,1,3.06,2.35,-0.48,Rendah
2.76,0,2,Tidak,9,0,2.945555555555556,3.34,1.19,Sedang
3.03,3,2,Ya,13,0,3.100769230769231,2.4,-0.6200000000000001,Rendah
2.0,4,0,Tidak,7,0,3.2485714285714287,3.06,-0.9100000000000001,Tinggi
3.63,1,0,Tidak,12,1,3.075833333333333,3.22,-0.2599999999999998,Tinggi
3.81,0,2,Ya,9,0,3.091111111111111,3.16,-0.23999999999999977,Sedang
3.55,0,1,Ya,13,1,3.1699999999999995,2.16,-1.3899999999999997,Tinggi
3.17,1,0,Tidak,14,1,2.9771428571428578,2.06,-1.27,Tinggi
3.5,2,1,Tidak,9,1,2.9266666666666667,3.78,1.6199999999999997,Rendah
3.24,3,0,Tidak,7,0,3.0914285714285716,2.33,-1.5299999999999998,Tinggi
3.45,5,1,Tidak,7,1,2.988571428571429,2.25,-0.3500000000000001,Rendah
2.51,2,1,Ya,8,0,3.2487500000000002,2.21,-0.8199999999999998,Rendah
2.84,0,1,Ya,9,1,2.902222222222222,3.51,0.7699999999999996,Rendah
2.6,1,0,Ya,8,0,2.92125,2.22,-1.0799999999999996,Sedang
3.23,3,1,Tidak,12,1,3.2724999999999995,3.89,-0.10000000000000009,Sedang
2.81,3,1,Ya,9,0,2.7888888888888888,2.16,-1.4499999999999997,Rendah
2.68,2,0,Tidak,7,1,3.051428571428571,2.26,-0.3700000000000001,Rendah
2.45,2,2,Ya,10,1,2.5300000000000002,2.22,-0.3799999999999999,Tinggi
3.73,0,1,Tidak,14,1,2.725,2.62,-0.8599999999999999,Sedang
3.38,0,1,Tidak,7,1,3.0385714285714287,3.94,0.6499999999999999,Rendah
2.42,1,2,Ya,10,1,2.8440000000000003,2.19,-1.08,Tinggi
3.32,0,2,Tidak,7,0,2.912857142857143,2.5,0.06000000000000005,Rendah
3.77,2,2,Tidak,9,1,2.8055555555555554,3.23,0.41999999999999993,Rendah
2.66,3,0,Tidak,11,0,2.8445454545454543,2.45,0.25,Tinggi
2.53,1,2,Tidak,8,0,2.78125,2.24,-0.7699999999999996,Rendah
2.91,2,1,Ya,11,1,3.022727272727273,2.91,-1.0699999999999998,Sedang
2.86,0,0,Tidak,13,0,3.023076923076923,2.72,-0.04999999999999982,Sedang
2.89,4,1,Tidak,9,0,3.1266666666666665,3.27,-0.020000000000000018,Tinggi
3.2,2,0,Ya,7,0,2.827142857142857,2.58,-0.8900000000000001,Tinggi
3.76,4,1,Ya,9,1,3.397777777777778,3.62,0.28000000000000025,Tinggi
3.49,3,0,Tidak,11,0,2.9881818181818187,2.02,-1.79,Tinggi
2.59,3,0,Tidak,12,1,2.5533333333333332,3.11,1.0299999999999998,Rendah
2.0,5,2,Ya,13,1,3.174615384615385,3.67,1.4100000000000001,Sedang
2.68,1,2,Tidak,11,0,2.8272727272727276,2.13,-0.6100000000000003,Sedang
3.33,0,2,Ya,10,0,3.195,2.53,0.3899999999999997,Sedang
2.92,1,1,Ya,10,1,3.0140000000000002,3.37,0.16999999999999993,Sedang
3.79,2,2,Tidak,11,1,2.982727272727273,2.14,-1.3399999999999999,Rendah
2.67,3,0,Tidak,13,1,3.130769230769231,3.05,0.8999999999999999,Rendah
2.34,3,0,Tidak,11,0,3.2636363636363637,2.37,-0.6099999999999999,Tinggi
2.49,3,2,Ya,12,1,3.0425,2.05,-0.5100000000000002,Sedang
2.45,2,2,Tidak,10,1,2.8449999999999998,3.01,-0.77,Sedang
2.11,2,0,Tidak,11,0,3.1045454545454545,3.93,1.1500000000000004,Tinggi
3.94,2,2,Tidak,10,1,3.2950000000000004,3.81,0.71,Sedang
2.59,0,2,Tidak,10,0,2.911,2.95,0.26000000000000023,Tinggi
3.97,1,2,Tidak,8,0,3.09,3.75,0.4700000000000002,Tinggi
2.93,0,0,Tidak,14,1,2.9907142857142857,3.47,0.0900000000000003,Tinggi
2.24,3,1,Tidak,9,0,3.1555555555555554,3.65,1.4,Sedang
2.49,1,2,Tidak,9,1,2.9155555555555552,3.2,-0.71,Sedang
2.38,1,2,Ya,12,1,3.249166666666667,3.25,-0.52,Rendah
3.15,3,1,Tidak,14,0,2.755714285714286,3.19,0.7999999999999998,Rendah
2.32,1,0,Tidak,7,0,3.1614285714285715,3.99,0.79,Rendah
2.26,1,2,Tidak,7,0,3.0928571428571425,3.61,0.06999999999999984,Sedang
2.32,4,1,Tidak,14,0,2.9507142857142865,2.56,-0.9499999999999997,Sedang
2.81,2,0,Tidak,12,1,3.1374999999999993,3.3,-0.0900000000000003,Sedang
3.02,4,1,Tidak,12,0,2.8425,2.22,-0.03999999999999959,Sedang
3.62,3,0,Ya,13,0,2.9892307692307685,3.98,0.7000000000000002,Rendah
3.63,1,1,Tidak,8,1,2.6075,2.12,-1.5499999999999998,Sedang
3.75,4,0,Ya,8,0,3.2975000000000003,3.57,1.23,Rendah
2.21,2,1,Tidak,9,0,3.105555555555556,3.76,0.45999999999999996,Tinggi
2.6,4,1,Tidak,14,0,2.7964285714285713,2.48,0.23999999999999977,Sedang
3.63,4,2,Ya,8,1,3.29,3.62,0.45999999999999996,Tinggi
2.45,4,0,Tidak,9,1,2.7011111111111115,3.49,0.5300000000000002,Tinggi
3.38,4,2,Tidak,14,0,2.96,2.42,-0.81,Tinggi
2.3,5,1,Ya,9,1,3.2422222222222223,3.0,0.3900000000000001,Sedang
2.7,3,2,Tidak,11,0,3.1236363636363635,3.79,0.94,Rendah
3.1,3,2,Tidak,13,0,2.9030769230769233,2.32,-1.1,Rendah
3.34,5,0,Tidak,14,0,2.850714285714286,2.38,-0.8300000000000001,Tinggi
3.39,2,2,Ya,10,0,3.0810000000000004,2.68,-0.2799999999999998,Rendah
2.76,0,1,Ya,11,1,2.9318181818181817,2.88,-0.30000000000000027,Tinggi
2.26,1,2,Ya,9,1,2.6577777777777776,2.48,0.18999999999999995,Tinggi
3.32,0,0,Tidak,13,1,2.962307692307692,3.61,1.5299999999999998,Tinggi
2.27,1,2,Tidak,8,1,3.00625,3.39,0.9300000000000002,Tinggi
2.4,0,0,Tidak,11,1,2.9927272727272722,2.25,-0.33000000000000007,Tinggi
2.79,1,1,Tidak,8,0,2.9112500000000003,2.1,-1.3900000000000001,Sedang
3.42,4,2,Ya,12,1,3.0216666666666665,3.8,0.2799999999999998,Rendah
2.38,2,0,Tidak,7,0,3.057142857142857,3.13,-0.3600000000000003,Tinggi
2.63,2,1,Tidak,13,0,2.914615384615385,2.31,-1.44,Sedang
3.5,3,0,Ya,11,0,2.7990909090909093,2.35,-1.06,Sedang
2.01,2,1,Tidak,10,0,2.657,2.24,-0.23999999999999977,Sedang
3.77,4,1,Tidak,7,0,2.5414285714285714,2.78,-0.6100000000000003,Tinggi
3.44,2,1,Tidak,11,0,3.1709090909090905,3.14,-0.17999999999999972,Rendah
3.39,5,2,Tidak,9,1,3.4944444444444445,2.45,-1.5299999999999998,Tinggi
3.86,0,1,Ya,13,0,2.8207692307692303,3.8,1.52,Rendah
2.64,1,0,Tidak,7,1,2.9442857142857144,3.17,0.7599999999999998,Rendah
2.64,2,1,Tidak,8,0,3.38,3.72,1.5500000000000003,Rendah
2.86,1,0,Ya,13,0,2.6992307692307693,3.82,1.5999999999999996,Rendah
2.37,2,0,Ya,14,0,3.1,3.1,-0.31999999999999984,Rendah
3.5,5,0,Tidak,9,1,2.74,3.28,0.1299999999999999,Sedang
2.87,1,2,Tidak,8,1,2.87625,3.26,0.2699999999999996,Sedang
3.39,2,2,Ya,12,0,3.0291666666666663,2.16,-0.7999999999999998,Rendah
2.62,1,1,Tidak,13,1,2.9100000000000006,3.95,1.3200000000000003,Sedang
2.16,1,0,Ya,10,1,2.95,3.84,1.38,Rendah
2.52,5,2,Tidak,13,0,2.8138461538461543,2.63,-0.9700000000000002,Sedang
3.76,5,0,Ya,9,1,2.8188888888888886,2.92,0.69,Sedang
